time,reading_1,reading_2,reading_3,reading_4,reading_5,reading_6
373,12.28122035,12.52018383,26.18901887,23,30.14490218,12.86985015
374,12.01058842,12.07299169,26.11413671,23,30.51156605,10.75655959
375,12.39049272,12.41176096,26.34977514,23,30.09453357,13.57768669
376,12.4415155,12.26142355,26.67791688,23,30.40400285,11.48691144
377,12.22416822,11.71827161,26.91316325,23,30.72446245,13.62427951
378,12.68515212,12.05041372,26.29806272,23,30.9710866,10.41012456
379,12.18370146,11.54732357,26.96794937,23,30.54745234,12.80945666
380,12.44517054,11.74328867,26.08012792,23,30.32567494,10.76354861
381,10.50096874,11.53005412,27.95684764,23,30.17835907,12.2691938
382,10.13556755,11.52154785,27.35041914,23,30.18708823,10.03671557
383,10.40215069,11.83032043,27.13572273,23,30.28932592,12.61012318
384,10.08397436,11.02582313,27.06907232,23,30.48607889,11.78656702
385,10.16626662,11.43976597,27.35853323,23,30.63472194,12.15820634
386,10.23262508,11.56974717,27.7030125,23,30.4491751,10.07743282
387,10.23891145,11.50958654,27.64275222,23,30.61773078,12.15626981
388,10.58616613,11.99439782,27.68675853,23,30.62662068,11.9322307
389,10.08116112,11.2367658,27.46114086,23,30.20241991,12.36137186
390,10.88459344,11.43062382,27.38423725,23,30.97512714,10.35288944
391,10.88925312,11.32610085,28.23193236,23,30.10003546,13.23077354
392,10.17306913,11.55385818,28.00633554,23,30.82440813,10.86306717
393,10.56323872,11.78839609,28.68629655,23,30.54930743,12.42961177
394,10.48110585,11.81560033,28.52160598,23,30.19095383,11.84610392
395,10.3953364,11.3078717,28.50384274,23,30.09480443,12.38529222
396,10.21298331,11.41111878,28.72852252,23,30.23167419,10.56840129
397,10.62373088,10.90499931,28.83091214,23,30.41450027,12.74494344
398,10.88048667,10.92702791,28.46225004,23,30.17884097,10.5262643
399,10.61241817,11.07343933,28.55944657,23,30.3705218,13.05686732
400,10.89193215,10.23870938,28.68702567,23,10.14744727,10.42303537
401,10.02149745,10.21442713,25.62719923,23,10.99929167,13.89594403
402,10.07407046,10.62244849,25.82300811,23,10.06284743,10.79465827
403,10.79836374,10.67739866,25.64092625,23,10.9579157,12.10930561
404,10.48349971,10.47285188,25.74953315,23,10.53297638,11.87505608
405,10.93069494,10.00833559,25.49891527,23,10.98385825,13.35346716
406,10.04404683,10.22983072,25.15001318,23,10.27875666,11.44440701
407,10.43609349,10.38506922,25.5160923,23,10.19657543,13.24594751
408,10.14501798,10.24398919,25.59516748,23,10.5207416,11.03869594
409,10.94678787,10.20241139,25.48371579,23,10.73984872,13.56941057
410,10.7649404,10.50195719,25.4999012,23,10.08739145,11.20732813
411,10.09654885,10.94019922,22.49738991,23,10.92353227,13.08552226
412,10.73012155,10.27975418,22.82258112,23,10.32735257,10.48824634
413,10.80626289,10.8951605,22.23559753,23,10.92571463,13.70743681
414,10.08005074,10.34856871,22.89480257,23,10.05978678,11.58511421
415,10.81625678,10.04311324,22.75361848,23,10.29778646,12.53965166
416,10.91687917,10.01900201,22.05104076,23,10.79671862,10.13736717
417,10.44021445,10.23703281,22.77819743,23,10.7632995,13.77500588
418,10.57204761,10.44151702,22.31660511,23,10.42370047,11.04857801
419,10.5971644,10.43282567,22.82907072,23,10.56944682,12.24291972
420,10.74985601,10.77902216,22.03337711,23,10.02020316,10.78110253
421,10.21558856,10.82170311,22.67737319,23,10.76006256,13.74716037
422,10.70068504,10.54623937,18.87219208,23,10.55080417,10.43235888
423,10.28560258,10.29678988,18.15284246,23,10.75948747,13.56228383
424,10.33348287,10.47114071,18.24416064,23,10.84457331,10.39675907
425,10.93415808,10.65372522,18.73441738,23,10.8392098,12.55022878
426,10.46145625,10.69056344,18.15604634,23,10.43376857,10.52214928
427,10.6096928,10.0174092,18.19067614,23,10.72563355,13.86514905
428,10.71820016,10.36043589,18.69070296,23,10.19262517,11.04124157
429,10.0740072,10.34256202,18.35654169,23,10.28784449,12.63897345
430,10.45322473,10.19658022,18.32878335,23,10.93446265,10.16437765
431,10.85404399,10.70697357,18.99150928,23,10.1248415,12.81091395
432,10.67950483,10.62916347,16.22984774,23,10.18843644,11.06373033
433,10.52045294,10.75551069,16.97421439,23,10.22227866,13.83712353
434,10.76383583,10.73009377,16.58226578,23,10.7619348,10.8512815
435,10.14477101,10.27609539,16.41096066,23,10.8421969,12.55291102
436,10.92779132,10.42807439,16.84926402,23,10.16037031,11.36279803
437,10.35649213,10.70180074,16.16778479,23,10.43563572,12.41350915
438,10.5380893,10.59290485,16.91775909,23,10.38578272,10.1012107
439,10.13215181,10.71379935,16.80709313,23,10.1458028,12.96143774
440,10.4528085,10.49881854,16.43151884,23,10.92309255,10.8549192
441,10.71531846,10.84142743,20.68463087,23,10.81887678,12.79729784
442,10.70144865,10.63295112,20.36681873,23,10.61543826,11.99560822
443,10.35648199,10.7542994,20.351743,23,10.14658976,12.45779086
444,10.76401534,10.35673241,20.99802239,23,10.63791461,10.31474499
445,10.56539668,10.23133956,20.59304048,23,10.6573003,13.5337925
446,10.00810447,10.12037053,20.66812676,23,10.40805924,10.20892996
447,10.45378241,10.90582442,20.79466552,23,10.95684344,13.80487161
448,10.84480723,10.25090055,20.59066651,23,10.79557373,10.94859234
449,10.87506733,10.33429401,20.60400612,23,10.58984108,12.0290893
450,10.97526752,11.05043198,20.81889631,23,10.30432372,10.60186615
451,10.83663016,10.33197561,24.75973028,23,10.95895227,12.25091447
452,10.96164358,10.64328122,24.96630819,23,10.10030118,11.77077903
453,10.71635959,10.04567653,24.21110297,23,10.9869147,12.34717346
454,10.67376995,10.86142167,24.36726917,23,10.6225708,11.58143524
455,10.43739823,10.37863589,24.3527901,23,10.56355784,12.37484772
456,10.95059416,10.8814267,24.44818139,23,10.21992475,11.71508725
457,10.80989279,10.67837549,24.29204702,23,10.26128761,12.18077178
458,10.85783163,10.74172975,24.43811213,23,10.06404179,11.59471287
459,10.83345669,10.39759438,24.48323805,23,10.27799462,12.48184011
460,10.12899289,10.44278692,24.83530719,23,10.93501733,11.6305444
461,10.70160503,10.53595925,28.41746556,23,10.140532,12.11914175
462,10.64312891,10.7528096,28.20064423,23,10.34127725,11.66057145
463,10.82176004,10.76135702,28.47761782,23,10.39463436,12.15590724
464,10.59043907,10.29168442,28.56188302,23,10.91618411,11.58138832
465,10.82715972,10.38360581,28.6446432,23,10.03271497,12.3850072
466,10.07950104,10.48709659,28.11277644,23,10.33359847,11.50565695
467,10.99403806,10.65202837,28.91835823,23,10.15493963,12.02376493
468,10.6066924,10.0331618,28.87316853,23,10.14079312,11.51116255
469,10.39951577,10.67427835,28.3552703,23,10.42218194,12.06914315
470,10.26062067,10.63863979,28.37191763,23,10.57997706,11.89358666
471,10.8124495,10.52518565,32.09091905,23.90052045,10.31512955,12.11525204
472,10.72299426,10.97888117,32.58488919,23.96430147,10.62941194,11.77063599
473,10.15944504,10.04257531,32.25158293,23.16712289,10.21430168,12.48381553
474,10.98961008,10.01350779,32.57004557,23.75299237,10.81591545,11.77732274
475,10.88175455,10.89037667,32.50050425,23.44923864,10.42286219,12.19069721
476,10.964666,10.4800319,32.16341022,23.53655186,10.95014707,11.69150292
477,10.54025528,10.70502031,32.28005802,23.96434261,10.19709445,12.08191376
478,10.24398616,10.21097806,32.19323082,23.04494362,10.42723036,11.89508458
479,10.54146542,10.25835569,32.21167715,23.92043915,10.20444311,12.3949468
480,10.89883458,10.88921206,32.77945248,23.1231489,10.78652591,11.84448755
481,10.52561424,10.55621617,32.20599777,24.35815401,10.47006603,12.15920583
482,10.6846807,10.10209557,32.48353087,24.50288486,10.27828199,11.92386524
483,10.53638295,10.0990558,32.89938307,24.83089357,10.81125204,12.19439942
484,10.96821938,10.17459307,32.63747912,24.98163012,10.84822608,11.62515412
485,10.3056674,10.73776352,32.17336882,24.02274249,10.25971498,12.3747084
486,10.78509662,10.27859301,32.77300509,24.1961923,10.93771688,11.97083562
487,10.56236191,10.96301607,32.07154137,24.30930915,10.71934696,12.41375791
488,10.44595505,10.94687117,32.85928206,24.47824396,10.24403499,11.58556068
489,10.08889517,10.53624789,32.0153385,24.40294357,10.16559661,12.39913375
490,10.96052704,10.85152073,32.74340115,24.38161525,10.90253215,11.62670488
491,10.47978543,10.73777672,31.9833617,25.48299145,10.13466122,12.10036181
492,10.46767072,10.22714818,30.1582684,24.67292758,10.12878455,11.89766168
493,10.59388666,10.42149179,29.52530715,25.49314074,10.08987855,12.47064011
494,10.67761675,10.88406358,28.45130538,24.77177127,10.52596816,11.70677031
495,10.84550764,10.89286367,28.11280332,24.52132986,10.24985284,12.47212729
496,10.90081435,10.50417353,28.60872027,24.78184848,10.83595531,11.87001268
497,10.45865963,10.90553195,27.6278701,25.22663631,10.59509561,12.05724453
498,10.23327869,10.31599878,27.96178311,24.59975853,10.41723598,11.78481725
499,10.90398088,10.40992091,27.0849485,24.72312592,10.72420998,12.33252961
500,10.21078417,10.88820689,26.00317885,25.39638264,40.32632578,11.64015585
501,10.92745688,10.99282212,26.49337274,25.46516498,40.29057374,12.40566217
502,10.40688944,10.54362643,25.54818335,25.48518671,40.75613623,11.75295868
503,10.90548663,10.60507372,25.87905822,25.2977037,40.60033998,12.36375665
504,10.59990212,10.98509095,24.76272004,25.89849687,40.63198873,11.61480821
505,10.69903597,10.48065157,24.83893572,25.13011065,40.44931732,12.22462043
506,11.25972521,11.13546722,23.70313576,25.6407953,40.47308443,11.85175087
507,11.11113803,10.36017918,23.49112496,25.5413793,40.04830284,12.13440059
508,10.99732794,10.29182086,22.8488348,25.62311112,40.91528493,11.68321135
509,11.56496292,10.6681001,22.80082973,25.65673557,40.38182826,12.44403471
510,11.50992399,11.03397193,22.72581893,25.4316326,40.05051999,11.57471961
511,10.95607089,10.47825176,20.52175811,25.26416929,40.3043019,12.41329436
512,11.4745588,11.28275628,20.5730708,25.03269225,40.696408,11.68044924
513,11.66752294,11.11589706,19.21091519,25.48637784,40.0558912,12.36288795
514,10.6449463,11.17154466,18.66999329,25.35565557,40.39868693,11.82399627
515,10.35426809,10.85124312,18.18143539,25.5856181,40.13939253,12.15094339
516,10.36740531,10.61338495,18.05257746,25.02647045,40.20923816,11.93707973
517,10.42735744,11.18885051,17.82734084,25.19917834,40.28384353,12.16183467
518,10.80099739,10.69989211,18.25613762,25.77506161,40.18681328,11.75881805
519,10.67904052,10.92528903,17.78702829,25.85381596,40.8795962,12.27709986
520,10.95888736,11.23310977,17.88374771,25.13378296,40.38262249,11.73517888
521,10.59242243,11.1880519,17.45380814,25.06579559,40.96119995,12.0880667
522,10.22728076,11.58035377,17.29746759,25.69227471,40.79042923,11.72028457
523,10.7302926,11.23079677,17.93388856,25.32394742,40.27117579,12.31969885
524,10.59717952,11.40990652,17.66712127,25.16716409,40.58356649,11.66253331
525,10.72180396,10.61332796,17.84421248,25.09477627,40.39838665,12.40732093
526,10.14384182,10.98798384,17.31973011,25.43832621,40.85435735,11.58574598
527,10.07864199,10.72538526,17.92648523,25.4347553,40.63365577,12.29642251
528,10.89652516,11.29017129,17.33347949,25.91496129,40.80552658,11.74455492
529,10.28598733,11.41023237,17.00248024,25.27902248,40.36866331,12.29165302
530,10.71435368,11.48140477,17.78262356,25.05487092,40.94169582,11.53799728
531,10.3477729,11.62810394,18.49154616,25.59757441,40.26890387,12.37337375
532,10.62229921,11.46185729,18.78621973,25.23626073,40.35089419,11.71586041
533,10.85393411,11.08569113,19.41624732,25.78433821,40.27217687,12.40472616
534,10.41512604,11.3669337,19.54622987,25.84535451,40.38262542,11.62233676
535,10.9231289,11.54877125,20.71665505,25.79596384,40.16769954,12.47532951
536,10.7942159,11.5114619,20.99990591,25.60851987,40.49698686,11.64428215
537,10.78061201,10.8319279,21.72535271,25.74688545,40.73502256,12.49872386
538,10.41915424,11.15529915,21.7189418,25.42327921,40.72617706,11.99056075
539,10.96683561,11.17990059,22.11187325,25.78704016,40.10631091,12.34678023
540,10.7421525,11.57252451,22.37057747,25.51247713,40.12256274,11.88798204
541,10.90934358,11.18999264,23.39693085,25.01992864,40.9832759,12.06118229
542,10.29877422,11.22792328,23.47858252,25.06698538,40.13614951,11.76065202
543,10.16842556,11.81272882,23.9203382,25.20355003,40.19051069,12.29297736
544,10.20759056,11.4462366,23.68034358,25.00238957,40.38007642,11.99219769
545,10.9737744,11.17412235,24.36354149,25.31571886,40.12926606,12.02375554
546,10.80996481,11.6570721,24.58621663,25.2835597,40.71780775,11.74171145
547,10.18629963,11.88035118,24.91008544,25.61775763,40.27155357,12.11961679
548,10.57026067,11.64782613,24.68233661,25.48733751,40.51115755,11.8371517
549,10.85547909,11.34942493,24.16703806,25.28350397,40.57333282,12.13398943
550,10.65865157,11.86958972,24.57585292,25.99628352,40.38570773,11.7919014
551,10.01376003,11.6777736,24.23200418,24.4462389,40.20664724,12.41279903
552,10.82314959,11.52805912,24.68032032,24.59753264,40.23320264,11
553,10.32736571,11.60852745,24.62774054,24.80117927,40.53157799,11
554,10.54244757,11.91369767,24.89744577,24.9210212,40.96560044,11
555,10.17019128,11.97036383,24.73958795,24.21700771,40.97122185,11
556,10.23280876,11.80502194,25.28536904,24.62162074,40.24864793,11
557,10.67924657,11.98351312,25.05560638,24.11543046,40.59656176,11
558,10.09578367,11.29929952,24.78918246,24.20557264,40.75088551,11
559,10.43287278,11.26303467,25.19283569,24.11994938,40.03739131,11
560,10.15760948,11.88272998,25.60284925,24.28290161,40.2051453,11
561,10.25777226,11.49853857,24.13875774,23.49348418,40.80370282,11
562,10.89286229,11.01226784,24.73038325,23.7845852,40.48465183,11
563,10.10412368,11.28949689,24.99940175,23.70608578,40.20143089,11
564,10.83173331,11.97917141,24.20689784,23.4540144,40.21903358,11
565,10.44479498,11.21419816,24.292518,23.5306057,40.31481267,11
566,10.39233398,11.06097745,24.20629074,23.50082356,40.75931144,11
567,10.96323865,11.97098124,23.35042319,23.87137454,40.61226521,11
568,10.40550721,11.21459492,23.17892585,23.79756985,40.82363453,11
569,10.23567407,11.61070815,23.56586647,23.26597668,40.16814965,11
570,10.63433441,11.11744942,23.26373139,23.82698013,40.63692554,11
571,10.1187987,11.94935972,23.31352448,22.9527851,40.49080473,11
572,10.06062827,11.92094414,22.80134941,22.48754687,40.06970584,11
573,10.93281751,12.27027887,22.71002926,22.49067927,40.0371475,11
574,10.60575776,12.35955947,22.68141464,22.14620157,40.05054712,11
575,10.33133929,11.63658575,22.74484838,22.94653684,40.75960574,11
576,10.93119383,12.3741301,22.33920161,22.03101285,40.82660047,11
577,10.59219572,12.55143646,22.50161466,22.22676895,40.45152454,11
578,10.9318641,12.62283404,22.53001553,22.29831528,40.9774509,11
579,10.43718015,11.95793517,22.02025869,22.04493305,40.36738547,11
580,10.36140698,12.39104239,22.7165869,22.23969927,40.18421493,11
581,10.59981875,12.61392184,21.02639414,21.68952822,40.90741695,11
582,10.53978048,12.60564908,21.11440331,21.58579643,40.36847442,11
583,10.02645831,12.91455641,21.12446124,21.06180532,40.50870245,11
584,10.77965356,12.57746011,21.27206542,21.54017794,40.65129263,11
585,10.29449336,12.59546304,21.41925422,21.80386587,40.97530203,11
586,10.16430444,12.12208717,21.2686066,21.9078061,40.47862994,11
587,10.88822829,12.77477103,21.9481915,21.72111104,40.87985479,11
588,10.83532089,12.90086442,21.76625022,21.49851605,40.69578303,11
589,10.5208223,12.09734894,21.29428262,21.99748395,40.47997564,11
590,10.87119335,12.13132139,21.60196765,21.35953426,40.712672,11
591,10.57291752,12.24905641,21.35981664,20.69333743,40.5093371,11
592,10.33996708,12.71774692,20.84134165,20.95988656,40.27115206,11
593,10.43197038,12.87491994,20.84298079,20.64041632,40.54053503,11
594,10.36139127,12.6847202,21.30138428,21.19722739,40.97723888,11
595,10.74356471,12.07230072,20.82679882,21.22793969,40.65195077,11
596,10.45928834,12.24006791,21.21300159,20.76463108,40.8709233,11
597,10.99840981,12.21090767,20.77740655,20.91661853,40.45088074,11
598,10.42583582,12.90949228,20.84474831,21.32716228,40.22571901,11
599,10.70512441,13.2415372,21.19031187,21.30279632,40.54530105,11
600,10.34715744,13.1202789,20.35914619,20.37697332,10.37454587,11
601,10.78370576,12.70339251,20.49730781,20.69330955,10.85010726,11
602,9.920539418,13.01814718,20.26481315,20.11182317,10.86952745,11.34922619
603,10.65458453,13.38556967,20.04181991,20.45559654,10.73634482,10.55670253
604,10.49810056,12.85160786,20.33915272,20.12757183,10.86923587,11.40924489
605,9.992986449,13.4800899,20.47556382,20.40910837,10.16188898,10.60617476
606,10.04836838,13.54178212,20.93025214,20.14646533,10.06119019,11.47809593
607,10.33325453,13.82201425,20.62141664,20.45863431,10.34347737,10.80925347
608,10.68536665,13.62285094,20.95992016,20.07695501,10.90572583,11.33867371
609,10.30535102,13.1114511,20.5399385,20.48902295,10.43953726,10.86797621
610,10.73923371,13.66250311,20.80178,20.68500536,10.69642705,11.24602947
611,10.62269098,13.30982427,20.032314,20.55304335,10.74520038,10.71597987
612,10.53142129,13.96346078,20.24332469,20.97585356,10.13544712,11.25455686
613,10.23688577,13.02732974,20.22446935,20.97884905,10.00978486,10.71103759
614,9.710960612,13.96097158,20.14270551,20.31251557,10.10707071,11.42589157
615,9.964575318,13.15998304,20.76528608,20.16065506,10.16759229,10.83849169
616,10.03039918,13.54917993,20.71910555,20.29827092,10.83969669,11.1063774
617,9.703755423,13.21300543,20.15533087,20.62161582,10.32579224,10.95798443
618,10.0895153,13.51137062,20.76641363,20.16900612,10.89969919,11.26575544
619,10.68440722,13.04319174,20.7048178,20.97810628,10.72422072,10.68527532
620,10.69090103,13.58037532,20.83785139,20.17377689,10.04376695,11.29922604
621,10.36379657,13.59588449,20.34954274,20.4627867,10.57899779,10.78748076
622,10.14077238,13.63334742,20.92752745,20.31994507,10.04385834,11.09028167
623,10.43010245,13.20783558,20.76574351,20.46245053,10.28346569,10.93987944
624,10.03753257,13.97656585,20.83566137,20.41454366,10.92962012,11.15687936
625,9.944572653,13.90687475,20.76492606,20.2560854,10.80014553,10.96990722
626,9.884602268,12.71938657,20.06579715,20.47351854,10.9616583,11.46384919
627,10.17109384,12.05149319,20.61151234,20.34799791,10.67525663,10.93513644
628,10.44348532,13.72578051,20.21304427,20.0057952,10.46402334,11.13862151
629,9.776416266,14.65981973,20.31483811,20.24213397,10.77087536,10.87192044
630,10.50166262,14.00050289,20.79692125,20.83455518,10.38001058,11.2546565
631,10.24047658,13.96971691,20.947375,20.21093166,10.78528346,10.88414401
632,9.842920303,14.93799758,20.50526704,20.98415697,10.66275687,11.02185965
633,10.07423249,14.52836668,20.20208942,20.73724973,10.48514469,10.60114315
634,9.659715196,14.01128504,20.0735056,20.72441551,10.77229835,11.00673473
635,10.18898976,14.20247327,20.06148797,20.9626466,10.74013759,10.74510364
636,9.713145993,14.08297727,20.27929395,20.99317043,10.71949176,11.436924
637,10.35019579,14.92853681,20.51541699,20.13390851,10.0600124,10.78928201
638,9.502710846,14.79010188,20.29495526,20.322189,10.37171571,11.2701057
639,9.78023084,14.73533363,20.76815465,20.81813954,10.06864034,10.70534117
640,10.47301264,14.80161118,20.6376493,20.49015921,10.48373327,11.23254091
641,10.10488479,14.42981212,20.38228998,20.30795074,10.30495999,10.67714931
642,9.406056959,14.65731003,20.10942653,20.10433477,10.88894798,11.38913914
643,10.39338496,14.69012404,20.52392294,20.1763223,10.00524455,10.58170297
644,10.35344331,14.57201917,20.15803729,20.39816364,10.56713314,11.36015602
645,10.2462486,14.13682683,20.55489286,20.36835107,10.24348435,10.63955217
646,10.007411,14.6386971,20.73426641,20.8016137,10.18263731,11.23037117
647,9.646313687,14.69533665,20.05693193,20.61679464,10.17321967,10.91711712
648,9.748704616,15.04882677,20.97263851,20.27417374,10.56868008,11.13918233
649,10.05486078,15.33475239,20.00039415,20.54879673,10.79202754,10.86858146
650,9.695221689,15.21382558,20.10259178,20.80840963,10.03780476,11.1505679
651,9.950138902,14.92935412,21.23778308,21.31451629,10.36316682,10.6095087
652,10.176783,15.36620987,21.00273968,21.83018814,10.45215056,11.22234785
653,10.22971348,15.77915719,21.292323,21.78299044,10.33112254,10.93024661
654,10.19413444,15.8535551,21.41040192,21.47994383,10.88722904,11.11585257
655,9.979107159,15.32418971,21.85746845,21.28114062,10.15069546,10.55265757
656,9.530652407,15.54455211,21.71346365,21.53630076,10.26814182,11.22187341
657,10.00068538,15.07761378,21.03678804,21.62028645,10.67736551,10.57757814
658,10.23666864,14.96302319,21.54878467,21.7045179,10.04955015,11.27459662
659,9.467644506,15.47380808,21.76437177,21.89260525,10.71142838,10.52339445
660,10.07415262,15.29314901,21.49855411,21.82636646,10.39060209,11.18050473
661,10.05801485,15.87140852,22.17228052,22.90320399,10.02652371,10.70414278
662,9.95372208,15.73341659,22.1023399,22.97055105,10.86716646,11.26743835
663,9.610723252,15.77699846,22.04691586,22.3757232,10.18883261,10.62368739
664,9.79428075,15.83920106,22.99075043,22.88116429,10.84881082,11.06059528
665,10.08036572,15.12625261,22.14878676,22.04136631,10.12226499,10.8840703
666,9.749175216,15.22679825,22.53393554,22.4790891,10.22085828,11.04713402
667,9.959509974,15.39231107,22.68499126,22.56539478,10.87643941,10.6741749
668,10.02213307,15.4931404,22.95837262,22.08018949,10.55018931,11.21641156
669,9.430856736,14.97152794,22.18932256,22.17323978,10.30230335,10.81420997
670,10.06014191,15.89029854,22.87716705,22.73681141,10.9835574,11.00077729
671,9.717937075,15.60817596,23.72793408,23.15751937,10.26152991,10.76211616
672,9.597842113,15.26523345,23.01528306,23.31510991,10.4318712,11.44233772
673,9.439672305,15.90570996,23.92032803,23.34972108,10.58419187,10.82186574
674,10.04178026,15.4473119,23.69864597,23.65421717,10.6414517,11.48533247
675,9.419223269,15.2274761,23.0612488,23.81575198,10.56120387,10.72810773
676,9.727337765,15.78623401,23.97312824,23.51909048,10.2131008,11.13277051
677,9.552111717,15.28178747,23.2734818,23.44895228,10.66371392,10.74158609
678,10.12864417,15.05591939,23.16675344,23.11244732,10.62116006,11.1926565
679,10.19867135,15.1555233,23.62576436,23.35672357,10.29781089,10.77523253
680,9.903382879,15.3157628,23.54518586,23.4110643,10.75307784,11.3949995
681,10.90274362,15.65496953,24.82589657,24.45838058,10.55478082,10.52687901
682,10.99430193,15.7900321,24.23824734,24.85270907,10.35920473,11.39207677
683,10.65522102,15.05573783,24.83045867,24.92163026,10.40240138,10.7725332
684,10.48726652,15.01402641,24.5756946,24.09373894,10.38529829,11.10579331
685,10.32986712,15.50537312,24.35970238,24.71744327,10.72340136,10.82129724
686,10.9742934,15.64117929,24.91309951,24.66805158,10.69354448,11.13508683
687,10.91608678,15.80398534,24.13287302,24.0274746,10.22514557,10.91075828
688,10.56249364,15.58383557,24.03236185,24.40907952,10.21746716,11.39407325
689,10.98774646,15.03095764,24.53361923,24.31439823,10.4081295,10.65198751
690,10.85524898,15.9996226,24.35137429,24.75953152,10.5621235,11.40006597
691,10.94616531,15.0002196,25.31838212,25.0568119,10.73387171,10.86581899
692,10.78691209,15.15640455,24.7356163,24.77212571,10.78279821,11.47918586
693,10.22264079,15.78369021,25.10780618,25.01525786,10.10251093,10.80597971
694,10.50090445,15.85299432,24.73729591,24.66461115,10.34007511,11.35619513
695,10.79495711,15.98996939,24.76999803,25.36997891,10.77821692,10.97352258
696,10.83841594,15.10380064,24.88120282,24.78843928,10.55093823,11.16884097
697,10.80588256,15.99429509,25.22725663,24.87738597,10.2256873,10.8082686
698,10.98038383,15.52460497,24.81983027,24.89700881,10.8874621,11.00584843
699,10.21734506,15.66901326,24.87352493,25.32190898,10.12675535,10.94507087
700,10.31010264,15.37591105,25.04499069,24.73399549,50.77698758,11.21983794
701,10.86981977,15.32354257,25.90751769,25.39865812,50.47845268,11.41130331
702,10.61367129,15.15371533,25.04640216,25.37009528,50.76333023,10.89367159
703,10.04265162,15.39988008,25.91450392,25.93364738,50.35288086,11.62730298
704,10.49697562,15.13530615,25.16427249,25.07439453,50.69201282,10.49112846
705,10.92844908,15.11850913,25.51536652,25.34889837,50.70256079,11.35583833
706,10.91666907,15.65426615,25.67739193,25.36874925,50.40210836,10.70223473
707,10.50218784,15.60174031,25.52374575,25.8676068,50.80440832,11.17109858
708,10.02133394,15.9715227,25.34155236,25.22922098,50.82418733,10.81670128
709,10.51896582,15.12200693,25.04646355,25.58781149,50.74753669,11.91919122
710,10.70893426,15.31072933,25.55809533,25.65825437,50.68351761,10.41191866
711,10.46299177,15.17811163,25.52207805,25.73653486,50.04260611,11.22708483
712,10.20831039,15.68062706,25.93623326,25.24606216,50.92775965,10.51605409
713,10.49998506,15.54978941,25.27230804,25.23722744,50.79538848,11.4093831
714,10.79215656,15.44433871,25.88707285,25.76129843,50.62150427,10.86532073
715,10.5229738,15.91484425,25.54096451,25.92192472,50.02728261,11.30548238
716,10.54236178,15.95778436,25.64344497,25.0504793,50.84827534,10.60716944
717,10.22973947,15.37210485,25.32251973,25.64532112,50.79629444,11.11030741
718,10.39580683,15.33948908,25.53643313,25.44400117,50.41255619,10.7138295
719,10.87318605,15.97762993,25.52462778,25.40592627,50.28711116,11.28450466
720,10.94763039,15.23726035,25.29165061,25.73337791,50.78611729,10.56632159
721,10.93955808,15.62177559,25.18189535,25.40660467,50.44133395,11.93520606
722,10.50775428,15.42095235,25.42143114,25.3842036,50.43364149,10.40681148
723,10.06886575,15.02926946,25.61981908,25.67697629,50.41060819,11.74014544
724,10.37867778,15.43736645,25.56266468,25.28957972,50.62498909,10.40444944
725,10.88510208,15.3965383,25.9710141,25.15074832,50.86948007,11.6540242
726,10.43192926,15.31203806,25.47636371,25.82832406,50.74115002,10.55928909
727,10.43436064,15.15780988,25.55531111,25.99891773,50.70621976,11.85886352
728,10.71918722,15.32872931,25.77155764,25.94874221,50.81491841,10.34250365
729,10.59772859,15.74572823,25.16421264,25.99218485,50.76860754,11.35804835
730,10.11649046,15.07630953,25.0688332,25.00268583,50.43754055,10.45061331
731,10.42996462,15.56474916,25.72428068,25.94695387,50.8254155,11.35293685
732,10.9728885,15.46489203,25.98542575,25.97117757,50.39992811,10.098696
733,10.70450123,15.73824201,25.12691653,25.11281828,50.41972746,11.4538541
734,10.59420988,15.29404902,25.57066876,25.34977411,50.71535592,10.62376667
735,10.49332356,14.47238449,25.057328,25.32918065,50.30329356,11.83089807
736,10.82263172,14.991443,25.09998584,25.85837217,50.23622695,10.40852109
737,10.62794001,14.84010077,25.25349279,25.76092276,50.29268739,11.98114158
738,10.1004642,14.62300658,25.55855969,25.4731396,50.16498741,10.25742981
739,10.84641878,14.65515555,25.3703341,25.89073927,50.65649956,11.987097
740,10.68958145,14.92303344,25.05311813,25.52952795,50.46799629,10.36151399
741,10.12561299,14.42045603,25.47070319,25.15353611,50.56273252,11.45703358
742,10.75136279,14.86454155,25.45367311,25.85321238,50.48052314,10.91046082
743,10.98547519,14.84084381,25.62551545,25.07726176,50.08713855,11.80742725
744,10.10664333,14.70190087,25.35090779,25.50429601,50.98357957,10.43975134
745,10.1504154,14.9095984,25.30059325,25.27601401,50.44699243,11.58556236
746,10.95262017,14.54217819,25.78957864,25.32917751,50.3228967,10.78298624
747,10.43851434,14.13998667,25.39179455,25.98395027,50.15634469,11.25534071
748,10.59100553,14.40644005,25.16656091,25.33788387,50.29993515,10.45460113
749,10.21307534,14.14827453,25.05287863,25.22695454,50.20185124,11.4040696
750,10.68581129,14.41378522,25.85884122,25.61174615,50.43599231,10.63770921
751,10.02587358,14.67562341,24.45189215,24.14015851,50.14789269,11.91026406
752,10.29017019,14.58053947,24.16423703,24.5304289,50.59902229,10.51539599
753,10.85823477,14.60028409,24.94042524,24.65646686,50.31960199,11.14852022
754,10.9767984,14.68695003,24.72321726,24.87138992,50.83893007,10.88875334
755,10.62585782,14.61909876,24.60822163,24.46597854,50.43653739,11.8491154
